Timestamp,Coder initials,Article ID,Can you view an open access version of this article?,Which version of the article are you coding?,Does the article report on empirical data?,What is the research design? (tick all that apply),Does the article state whether or not the study (or some aspect of the study) was preregistered?,Copy and paste the verbatim statement,How did you identify the statement?,How is the preregistration accessed? (according to the statement),Can you access and view the preregistration (without contacting anyone)?,Does the article state whether or not data are available?,Copy and paste the verbatim statement.,How did you identify the statement?,How are the data accessed? (according to the statement),"Can you access, download, and view the data (without contacting anyone)?",Does the article state whether or not materials are available?,Copy and paste the verbatim statement.,How did you identify the statement?,How are the materials accessed? (according to the statement),"Can you access, download, and view the materials (without contacting anyone)?",Does the article state whether or not analysis scripts are available?,Copy and paste the verbatim statement.,How did you identify the statement?,How is the analysis script accessed? (according to the statement),"Can you access, download, and view the analysis script (without contacting anyone)?",Does the article include a statement indicating whether there were funding sources?,Copy and paste the verbatim statement.,How did you identify the statement?,Does the article include a statement indicating whether there were any conflicts of interest?,Copy and paste the verbatim statement.,How did you identify the statement?,You can use this space to record anything interesting or problematic about this article
2/5/2024 21:06:09,KN,63227,No — I can only access the article through a paywall,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,YES — the statement says that the data are available,The data used in the research are available and can be obtained by contacting the corresponding author James E. Brooks: jamebroo@iu.edu.,Manual search was needed,Upon request from the authors,NO,UNCLEAR — a third party source is identified without any indication of availability,,,,,NO — there is no analysis script availability statement,,,,,NO — there is no funding statement,,,The way they phrase it I have no idea if they have conflicts or not...?,Author declares conflicts of interest to disclose.,Keyword search was sufficient,
2/5/2024 21:12:02,KN,30665,Yes,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,NO — there is no data availability statement,,,,,YES — the statement says that the materials are available,The supplementary material for this article can be found at https://doi.org/10.1017/S0033291722001623,Keyword search was sufficient,Supplementary materials hosted by the journal,YES,UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement discloses at least one source of funding,"This work is part of the German multicenter consortium ‘Neurobiology of Affective Disorders. A translational perspective on brain structure and function’, funded by the German Research Foundation (Deutsche Forschungsgemeinschaft, DFG; Forschungsgruppe/Research Unit FOR2107). ",Keyword search was sufficient,YES — the statement discloses at least one conflict of interest,"Tilo Kircher received unrestricted educational grants from Servier, Janssen, Recordati, Aristo, Otsuka, neuraxpharm. No further potential conflicts of interest are declared by the authors.",Keyword search was sufficient,
2/5/2024 21:22:02,KN,48119,Yes,Journal's version of record,Yes,"Experimental, Non-experimental","They mentioned a supplementary study to this current one, and stated that the supplementary study was not preregistered",The Research Supplement contains a study exploring if evaluating stereotypically boring others depends on occupation fit (Study S1) as well as research materials. The studies or their analyses were not preregistered. Data and analysis files can be accessed at https://osf.io/erc46/?view_only=1f7c69f6b3514f448b1e3e857b78a39b,Keyword search was sufficient,No preregistration,NO,Only supplementary study has available data & statement,The Research Supplement contains a study exploring if evaluating stereotypically boring others depends on occupation fit (Study S1) as well as research materials. The studies or their analyses were not preregistered. Data and analysis files can be accessed at https://osf.io/erc46/?view_only=1f7c69f6b3514f448b1e3e857b78a39b,Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,UNCLEAR — a third party source is identified without any indication of availability,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement says that there was no relevant funding,"The author(s) received no financial support for the research, authorship, and/or publication of this article.",Keyword search was sufficient,YES — the statement says that there were no conflicts of interest,"The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",Keyword search was sufficient,
2/6/2024 22:53:50,KN,30335,No — I can only access the article through a paywall,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,NO — there is no analysis script availability statement,,,,,YES — the statement discloses at least one source of funding,"This research was supported by National Institute on Drug Abuse grant R01DA047996 (PI: Guttmannova), and the data were collected with support from the Washington State Department of Health (PIs: Kilmer and Larimer).",Keyword search was sufficient,YES — the statement says that there were no conflicts of interest,The authors have no conflict of interest to report.,Keyword search was sufficient,
2/6/2024 23:01:34,KN,30329,No — I can only access the article through a paywall,Journal's version of record,Yes,Experimental,NO — there is no statement about preregistration,,,,,NO — there is no data availability statement,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement discloses at least one source of funding,"This project was funded by the Adolescent Pregnancy Prevention Program, Family & Youth Services Bureau of the Administration for Children & Families (Grant# 90AP2674; PI L. Clark).",Keyword search was sufficient,YES — the statement says that there were no conflicts of interest,The authors have no conflicts of interest to disclose.,Keyword search was sufficient,
2/6/2024 23:57:08,KN,49161,Yes,Journal's version of record,Yes,Non-experimental,YES — the statement says that there is no preregistration,"The study design, hypotheses, and analysis plans were not
preregistered.",Keyword search was sufficient,No preregistration,NO,YES — the statement says that the data are not available,"While data are not made publicly available due to the
proprietary nature (e.g., firms’ financial performance data), raw
analysis results are provided in an online appendix.",Keyword search was sufficient,Cannot be accessed,NO,YES — the statement says that the materials are available,"Other research
materials (e.g., measures) are available upon request from the first
author. ",Keyword search was sufficient,Upon request from the authors,NO,UNCLEAR — a third party source is identified without any indication of availability,,,,,NO — there is no funding statement,,,NO — there is no conflict of interest statement,,,"This article had a whole transparency section that talks about pre-registration, data and material availability, yet don't even have funding or conflict of interest statement. The weirded combo of super honest about high-level things yet completely lacking in basic transparency...??"
2/7/2024 0:14:22,KN,49288,No — I can only access the article through a paywall,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,YES — the statement says that the data are not available,Research data are not shared due to privacy reasons.,Manual search was needed,data not shared,NO,UNCLEAR — a third party source is identified without any indication of availability,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,NO — there is no funding statement,,,YES — the statement says that there were no conflicts of interest,The authors declare no conflict of interest.POPS AND NEEDS SATISFACTION341,Manual search was needed,
2/7/2024 0:47:30,KN,59019,No — I can only access the article through a paywall,Journal's version of record,Yes,Non-experimental,YES — the statement says that there is a preregistration,"The preregistration for this original analysis plan can be found
at the following link: https://aspredicted.org/aa5x5.pdf.",Keyword search was sufficient,AsPredicted,YES,YES — the statement says that the data are available,"The data for Study 2 may be requested from Jeffry A. Simpson for the purpose of reanalysis, subject to ethics certification.",Keyword search was sufficient,Upon request from the authors,NO,YES — the statement says that the materials are available,"All materials and data analytic syntax for both studies can be
found the corresponding Open Science Framework page for this
article at the following link: https://osf.io/knv9r/?view_only=
3589317023b2465fbf5a5f7b66a9fa70",Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement discloses at least one source of funding,"The data for Study 1 was supported by a grant to Kristin D. Mickelson
from the Ohio Board of Regents. Algoe's work on this paper was
supported by a grant from The John Templeton Foundation (ID: 61280) to
Sara B. Algoe.",Keyword search was sufficient,NO — there is no conflict of interest statement,,,This article was surprisingly transparent all the way up until it forgets the most basic thing which is the conflict of interest...
2/8/2024 21:45:39,KN,55064,No — I can only access the article through a paywall,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,YES — the statement says that the data are available,"The data, code, and output for all the studies is available at the
following link:
https://osf.io/j5h4e/?view_only=5b6652ff0bd14db9ad096326
dcbf8ed7",Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement says that the analysis scripts are available,"The data, code, and output for all the studies is available at the
following link:
https://osf.io/j5h4e/?view_only=5b6652ff0bd14db9ad096326
dcbf8ed7",Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,YES — the statement discloses at least one source of funding,"This research was funded by the Swiss National Science Foundation
National Center of Competence in Research (NCCR) – on the move (Grant
51NF40-182897) awarded to Eva G. T. Green, Juan Manuel FalomirPichastor, and Anita Manatschal.",Keyword search was sufficient,NO — there is no conflict of interest statement,,,
2/8/2024 22:21:13,KN,60074,No — I can only access the article through a paywall,Journal's version of record,Yes,Meta-analysis,NO — there is no statement about preregistration,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,NO — there is no analysis script availability statement,,,,,NO — there is no funding statement,,,YES — the statement says that there were no conflicts of interest,"The author(s) declared that there were no conflicts of
interest with respect to the authorship or the publication
of this article.",Keyword search was sufficient,
2/8/2024 22:41:43,KN,44635,No — I can only access the article through a paywall,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,NO — there is no analysis script availability statement,,,,,NO — there is no funding statement,,,YES — the statement says that there were no conflicts of interest,"Conflict of interest
None.",Keyword search was sufficient,
2/8/2024 23:07:06,KN,72411,Yes,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,NO — there is no data availability statement,,,,,NO — there is no materials availability statement,,,,,NO — there is no analysis script availability statement,,,,,NO — there is no funding statement,,,YES — the statement says that there were no conflicts of interest,There are no conflicts of interest.,Keyword search was sufficient,
2/9/2024 4:06:06,KN,17843,Yes,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,YES — the statement says that the data are available,The UK dataset is available – https://osf.io/8jtgv/.,Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,UNCLEAR — a third party source is identified without any indication of availability,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement says that there was no relevant funding,"This research received no specific grant from any funding agency, commercial or not-for-profit sectors.",Keyword search was sufficient,YES — the statement says that there were no conflicts of interest,"Conflict of interest
None.",Keyword search was sufficient,
2/9/2024 15:20:44,FM,30673,No — I can only access the article through a paywall,Journal's version of record,Yes,Experimental,YES — the statement says that there is a preregistration,"As described in ClinicalTrials.gov NCT00333177, this RCT employed a 2 × 2 fully crossed design with the assignment to CR v. HBT and to oral v. long-acting injectable (LAI) risperidone.",Manual search was needed,ClinicalTrials.gov,YES,NO — there is no data availability statement,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,NO — there is no analysis script availability statement,,,,,YES — the statement discloses at least one source of funding,"This research was supported by the NIMH (K.H.N., R01 MH037705 and K.H.N., P50 MH066286) (ClinicalTrials.gov Identifier: NCT00333177) and supplementary funding and medication by Janssen Scientific Affairs, L.L.C. (K.H.N., investigator-initiated study RIS-NAP-4009).",Keyword search was sufficient,YES — the statement discloses at least one conflict of interest,"Dr Nuechterlein reports medication and supplemental research grant support from Janssen Scientific Affairs, LLC., and has served as a consultant to Astellas, Genentech, Janssen, Medincell, Otsuka, Takeda, and Teva. He is an officer in the nonprofit company, MATRICS Assessment, Inc., which publishes the MCCB, but receives no financial compensation. Dr
Ventura has received funding from Brain Plasticity, Inc., Genentech, Inc., and Janssen Scientific Affairs, LLC, and has served as a consultant to Boehringer-Ingelheim, GmbH, and Brain Plasticity, Inc. Dr Subotnik has received lecture honoraria from Janssen. Other authors report no potential conflicts of interest.",Keyword search was sufficient,"This RCT used a combination of drug administration and psych/cognitive evaluations which is why the materials availability is other -- apart from drug availability, there was reference to prior third party protocols without indication of availability."
2/9/2024 15:29:28,FM,22061,No — I can only access the article through a paywall,Journal's version of record,Yes,Experimental,NO — there is no statement about preregistration,,,,,YES — the statement says that the data are available,"The data stored at our lab-based network attachment system: http://
QuickConnect.cn/others. ID:guests; PIN dong@123.COM.",Keyword search was sufficient,Personal or institution website,NO,NO — there is no materials availability statement,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement discloses at least one source of funding,The current research was supported by The Cultivation Project of Province-levelled Preponderant Characteristic Discipline of Hangzhou Normal University (20JYXK008) and the Zhejiang Provincial Natural Science Foundation (LY20C090005).,Manual search was needed,YES — the statement says that there were no conflicts of interest,The authors declare that they have no competing interests.,Keyword search was sufficient,"Stats analysis section for article - clicking through the links was still unclear.

Statistics and reproducibility
All statistical analyses were performed using open-source or commercial software; we did not modify the programs. The parameters are provided for each of the statistical steps.
Preprocessing was performed using the DPABI toolbox based on MATLAB (http://rfmri.org/dpabi); community detection analysis was performed using the GenLouvain toolbox based on MATLAB (https://github.com/GenLouvain/GenLouvain); and
statistical analysis was performed using MATLAB and SPSS 20.0 (https://www.ibm.com/products/spss-statistics)."
2/9/2024 15:41:43,FM,57954,No — I can only access the article through a paywall,Journal's version of record,Yes,Meta-analysis,YES — the statement says that there is a preregistration,The present meta-meta-analysis is part of a larger project that aims at investigating publication and other dissemination biases in the field of Psychological Science (see https://osf.io/8w5zc and https://osf.io/s8z6y for project preregistrations).,Keyword search was sufficient,Open Science Framework,YES,YES — the statement says that the data are available,Data and R code to reproduce analyses and figures are provided under https://osf.io/dqc3y/.,Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,YES — the statement says that the materials are available,"Data and R code to reproduce analyses and figures are provided under
https://osf.io/dqc3y/.",Manual search was needed,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,YES — the statement says that the analysis scripts are available,"Data and R code to reproduce analyses and figures are provided under
https://osf.io/dqc3y/.",Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,YES — the statement discloses at least one source of funding,"The research by Magdalena Siegel, Junia Sophia Nur Eder, and Jakob Pietschnig was funded by the Austrian Science Fund (FWF): project number P31002. The research by Jelte M. Wicherts was supported by a Consolidator Grant 726361 (IMPROVE) from the European Research Council (ERC, https://erc.europa.eu)",Keyword search was sufficient,NO — there is no conflict of interest statement,,,Materials availability: The OSF repo includes the full meta-meta analysis dataset
2/9/2024 22:54:02,FM,56631,No — I can only access the article through a paywall,Journal's version of record,Yes,"Experimental, Meta-analysis",NO — there is no statement about preregistration,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement says that the materials are available,"Full details about the experimental procedures for this clinical trial are reported in the original study (Phillips et al., 2016). ",Manual search was needed,From a third party,NO,NO — there is no analysis script availability statement,,,,,YES — the statement discloses at least one source of funding,This original trial presented in this paper was funded by a Collaborative R01 grant from the National Institute of Mental Health to Dr Phillips (R01 MH072917) and Dr Wilhelm (R01 MH072854).,Keyword search was sufficient,YES — the statement discloses at least one conflict of interest,"K.A.P. has received royalties from the following publishers: Oxford University Press, International Creative Management, Inc., UpToDate/Wolter’s Kluwer, Guilford Publications, American Psychiatric Association Publishing. Furthermore, she has received speaking honoraria from academic institutions and professional societies. S.W. is a presenter for
the Massachusetts General Hospital Psychiatry Academy in educational programs supported through independent medical education grants from
pharmaceutical companies; she has received royalties from Elsevier
Publications, Guilford Publications, New Harbinger Publications, Springer,
and Oxford University Press. S.W. has also received speaking honoraria
from various academic institutions and foundations, including the
International Obsessive–Compulsive Disorder Foundation, Tourette
Association of America, and Brattleboro Retreat. In addition, she received payment from the Association for Behavioral and Cognitive Therapies for her role
as Associate Editor for the Behavior Therapy journal, as well as from John
Wiley & Sons, Inc. for her role as Associate Editor on the journal
Depression & Anxiety. Dr Wilhelm has also received honoraria from
One-Mind for her role on the PsyberGuide Scientific Advisory Board. S.W
is also on the Scientific Advisory Board for Koa Health and the Scientific
Advisory Board for Noom. J.E.C. has received book royalties from New
Harbinger Press. E.E.B. has no conflicts of interest to declare.",Keyword search was sufficient,"For prereg, technically this article has no explicit statement about prereg. However, the article references the original dataset in another publication also by the same authors -- Phillips 2016. The latter which is open access includes clinical trial registration information: “Effectiveness of Escitalopram in the Treatment of Body Dysmorphic Disorder; ID: R01 MH072854; https://register.clinicaltrials.gov/prs/app/action/SelectProtocol?sid=S0000BQZ&selectaction=Edit&listmode=Edit&uid=U00002BM&ts=3&cx=-vthvh9 "
2/9/2024 22:59:54,FM,46283,No — I can only access the article through a paywall,Journal's version of record,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2024 23:12:31,FM,19358,No — I can only access the article through a paywall,Journal's version of record,Yes,"Experimental, Non-experimental",NO — there is no statement about preregistration,,,,,NO — there is no data availability statement,,,,,NO — there is no materials availability statement,,,,,NO — there is no analysis script availability statement,,,,,YES — the statement discloses at least one source of funding,"This research was supported by the Substance Abuse and Mental Health
Services Administration (SAMHSA) of the U.S. Department of Health and
Human Services",Manual search was needed,YES — the statement says that there were no conflicts of interest,"The authors have no conflicts of interest to disclose.
Amanda Jensen-Doss is a compensated consultant for Kristi House, cosponsor of the study",Keyword search was sufficient,
2/12/2024 13:04:22,KN,44129,Yes,Journal's version of record,Yes,Experimental,YES — the statement says that there is a preregistration,This trial received approval from the Medical Ethics Committee of Ningbo University (approval number: NBU-2020-139) and was pre-registered (registration number: ChiCTR2100049671).,Keyword search was sufficient,"Not sure, only number provided","Not sure, only number provided",NO — there is no data availability statement,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement discloses at least one source of funding,"Financial support
The study was approved the Zhejiang Province Public Welfare Technology Application Research Project (Grant No. LGF21H090004), Medical and Health Science and Technology Plan Project of Zhejiang Province (Grant No. 2021KY335, 2017KY136, 2018KY671 and 2019KY564), Major Social Development Special Foundation of Ningbo (Grant No. 2017C510010), Ningbo Public Welfare Science and Technology Plan Project (Grant No. 202002N3180), Ningbo Philosophy and Social Planning Project (Grant No. G21-3-ZX94), General Scientific Research Project of Department of Education of Zhejiang Province (Grant No. Y201942547), Ningbo Health Branding Subject Fund (Grant No. PPXK2018-01), Science and Technology Innovation Activity Plan of Zhejiang University Student & XinMiao Talents Program (Grant No. 2021R464003 and 2020R479003). None of the funding organizations had any role in the conception of the study design or in the collection, analysis or interpretation of the data, in the writing of the report, or in the decision to submit the paper.",Keyword search was sufficient,YES — the statement says that there were no conflicts of interest,"Conflicts of interest
None.",Keyword search was sufficient,
2/12/2024 13:22:36,KN,60075,Yes,Journal's version of record,Yes,Experimental,YES — the statement says that there is a preregistration,The design and analysis plan for each experiment was preregistered on AsPredicted.org (Experiment 1a: https://aspredicted.org/g3sf5.pdf; Experiment 1b: https://aspredicted.org/xe5zx.pdf; Experiment 2a: https://aspredicted.org/xs4as.pdf; Experiment 2b: https://aspredicted.org/3x4as.pdf; Experiment 3a: https://aspredicted.org/cp5aq.pdf; Experiment 3b: https://aspredicted.org/e6c97.pdf; Experiment 4a: https://aspredicted.org/3ye6y.pdf; Experiment 4b: https://aspredicted.org/hv3cd.pdf; Experiment 5: https://aspredicted.org/cc6zs.pdf; Experiment 6a: https://aspredicted.org/9ri7p.pdf; Experiment 6b: https://aspredicted.org/hb2ck.pdf).,Keyword search was sufficient,Open Science Framework,YES,YES — the statement says that the data are available,All data and materials have been made publicly available via OSF and can be accessed at https://osf.io/9xun6/.,Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,YES — the statement says that the materials are available,All data and materials have been made publicly available via OSF and can be accessed at https://osf.io/9xun6/.,Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,Codebook is in OSF data and material link but not verbally confirmed for availability in the article,"""All data and materials have been made publicly available via OSF and can be accessed at https://osf.io/9xun6/."". As you can see, they don't mention codes or scripts, but a codebook file is accessible within this mentioned link. ",Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",YES,NO — there is no funding statement,,,YES — the statement says that there were no conflicts of interest,Declaration of Conflicting Interests The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,Keyword search was sufficient,I'm genuinely saddened that they nailed all the transparency standards only to not have a funding statement.............
2/12/2024 13:33:58,KN exclude (recoded),193,Yes,Journal's version of record,Yes,Non-experimental,Preregistration: not applicable,Preregistration: not applicable,Keyword search was sufficient,"No preregistration I think? But they also claimed ""open materials not available"" above this statement WHILE having this ""All supplementary materials used in this tutorial are available at https://osf.io/xcbav/, including (a) a summary document regarding the files and the address for downloading the software package (“README.pdf”); (b) the raw data for Figure 1 (“Figure 1 data.xlsx”); (c) a supplemental tutorial with detailed explanations of the menu bar and with a chapter on how to create stimuli in PsyBuilder (“PsyBuilder 0.1 A Brief Step by Step Tutorial.pdf”); (d) screenshots elaborating on the comparisons between PsyBuilder (Version 0.1), PsychoPy Builder (Version 1.90.2), and OpenSesame (Version 3.2.8) in key GUI features (“Screenshots comparing GUIs.pdf”); and (e) final MATLAB scripts for the tutorial Stroop task (“exampleOutputTutorial.zip”).""",NO,"They said ""Open Data: not applicable"", but they also have ""All supplementary materials used in this tutorial are available at https://osf.io/xcbav/, including (a) a summary document regarding the files and the address for downloading the software package (“README.pdf”); (b) the raw data for Figure 1 (“Figure 1 data.xlsx”); (c) a supplemental tutorial with detailed explanations of the menu bar and with a chapter on how to create stimuli in PsyBuilder (“PsyBuilder 0.1 A Brief Step by Step Tutorial.pdf”); (d) screenshots elaborating on the comparisons between PsyBuilder (Version 0.1), PsychoPy Builder (Version 1.90.2), and OpenSesame (Version 3.2.8) in key GUI features (“Screenshots comparing GUIs.pdf”); and (e) final MATLAB scripts for the tutorial Stroop task (“exampleOutputTutorial.zip”).""","""Open Data: Not applicable"" BUT AT THE SAME TIME ""All supplementary materials used in this tutorial are available at https://osf.io/xcbav/, including (a) a summary document regarding the files and the address for downloading the software package (“README.pdf”); (b) the raw data for Figure 1 (“Figure 1 data.xlsx”); (c) a supplemental tutorial with detailed explanations of the menu bar and with a chapter on how to create stimuli in PsyBuilder (“PsyBuilder 0.1 A Brief Step by Step Tutorial.pdf”); (d) screenshots elaborating on the comparisons between PsyBuilder (Version 0.1), PsychoPy Builder (Version 1.90.2), and OpenSesame (Version 3.2.8) in key GUI features (“Screenshots comparing GUIs.pdf”); and (e) final MATLAB scripts for the tutorial Stroop task (“exampleOutputTutorial.zip”).""",Keyword search was sufficient,"complicated, as stated above","complicated, as stated above","Complicated, as will be explained","""Open Materials: not applicable"" BUT AT THE SAME TIME ""All supplementary materials used in this tutorial are available at https://osf.io/xcbav/, including (a) a summary document regarding the files and the address for downloading the software package (“README.pdf”); (b) the raw data for Figure 1 (“Figure 1 data.xlsx”); (c) a supplemental tutorial with detailed explanations of the menu bar and with a chapter on how to create stimuli in PsyBuilder (“PsyBuilder 0.1 A Brief Step by Step Tutorial.pdf”); (d) screenshots elaborating on the comparisons between PsyBuilder (Version 0.1), PsychoPy Builder (Version 1.90.2), and OpenSesame (Version 3.2.8) in key GUI features (“Screenshots comparing GUIs.pdf”); and (e) final MATLAB scripts for the tutorial Stroop task (“exampleOutputTutorial.zip”).""",Keyword search was sufficient,"complicated, as stated","complicated, as stated",UNCLEAR — a third party source is identified without any indication of availability,,,,,YES — the statement discloses at least one source of funding,"Funding The study was supported by National Natural Science Foundation of China (32171049, 32071045), Natural Science Foundation of Jiangsu Province (BK20201411), MOE (Ministry of Education in China) Project of Humanities and Social Sciences (19YJC190030), Guangdong Basic and Applied Basic Research Foundation (2019A1515110574), and Shenzhen Fundamental Research Program (JCYJ20210324134603010).",Keyword search was sufficient,YES — the statement says that there were no conflicts of interest,Declaration of Conflicting Interests The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,Keyword search was sufficient,
2/12/2024 13:39:51,KN,10246,Yes,Journal's version of record,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2024 13:40:25,KN,193,Yes,Journal's version of record,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2024 9:05:08,FM,60591,No — I can only access the article through a paywall,Journal's version of record,No,Meta-analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2024 9:26:47,FM,54637,Yes,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,NO — there is no data availability statement,,,,,YES — the statement says that the materials are available,"The Boston Adolescent Neuroimaging of Depression and Anxiety Human Connectome Project collected clinical, neuropsychological, and multimodal magnetic resonance
imaging (MRI) data from adolescents presenting with a primary depressive and/or anxiety disorder (ie, generalized anxiety, separation anxiety, social anxiety, specific phobia,
agoraphobia, panic disorder) or no lifetime history of DSM-5 mental disorders (ie, healthy controls) (for detailed procedures, see Hubbard et al.13 and Siless et al.14; for symptom overlap see Figure S1, available online)",Manual search was needed,From a third party,YES,NO — there is no analysis script availability statement,,,,,YES — the statement discloses at least one source of funding,"This project was supported by the National Institute of Mental Health (NIMH) U01MH108168 (J.D.E.G., S.W.G.). R.P.A. and D.P. were partially supported by R01MH119771 and R56MH121426. D.A.P. was partially supported by R37MH068376 and R01MH101521. N.A.H. received partial support through F32MH114525, P20GM130461(6026), and the Brain and Behavior Research Foundation. A.Y. was partially supported by R01EB021265, U01EB026996, and R56MH121426. J.D.E.G., S.W.G., N.A.H., I.F., and N.L. were partially supported by the Poitras Center for Psychiatric Disorders Research at the McGovern
Institute for Brain Research.",Manual search was needed,YES — the statement discloses at least one conflict of interest,"Disclosure: Dr. Auerbach has served as an upaid scientific advisor for Ksana
Health. Dr. Hofmann has received financial support from the Alexander von
Humboldt Foundation, the National Center for Complementary and Integrative Health, NIMH, and the James S. McDonnell Foundation 21st Century Science Initiative in Understanding Human Cognition e Special Initiative. He has received compensation for his work as editor from Springer Nature and the Association for Psychological Science, and as an advisor from the Palo Alto Health Sciences Otsuka Pharmaceuticals, and for his work as a Subject Matter
Expert from John Wiley and Sons, Inc. and SilverCloud Health, Inc. He has received royalties and payments for his editorial work from various publishers. Dr. Pizzagalli has received funding from the Millennium Pharmaceuticals and consulting fees from BlackThorn Therapeutics, Boehreinger Ingelheim, Compass Pathway, Concert Pharmaceuticals, Engrail Therapeutics, Otsuka Pharmaceuticals, and Takeda Pharmaceuticals; one honorarium from Alkermes; and stock options from BlackThorn Therapeutics. Drs. Pagliaccio, Hubbard, Siless, Henin, Gabrieli, Yendiki, Whitfield-Gabrieli, Mss. Frosch, Kremens, Cosby, Mr.
Jones, and Ms. Lo have reported no biomedical financial interests or potential
conflicts of interest.",Keyword search was sufficient,
2/13/2024 9:42:52,FM,69712,Yes,Journal's version of record,Yes,Non-experimental,NO — there is no statement about preregistration,,,,,YES — the statement says that the data are available,"Our sample is all publicly traded U.S. manufacturing firms in the Compustat and
Execucomp databases from 2009 to 2016 ... Lobbying and political activity data were collected from the Center for Responsive Politics (CRP), an organization “that examines money and lobbying in elections, government actions, and public policy” (Ridge et al., 2017: 1147). CRP provides data for all lobbying directed toward the federal government. We obtain data on firm risk from RavenPack, which uses a patented algorithm to classify and aggregate press releases to enable scholars to capture firms’ strategic risk taking (e.g., Guo, Sengul, & Yu, 2020; Ye, O’Brien, Carnes, & Hasan, 2021). All other variables were collected from Compustat. ",Keyword search was sufficient,"An online, third-party repository (e.g., OSF, FigShare etc.)",Data is a combination of publicly available and subscription-based data (RavenPack),UNCLEAR — a third party source is identified without any indication of availability,,,,,NO — there is no analysis script availability statement,,,,,NO — there is no funding statement,,,NO — there is no conflict of interest statement,,,
2/13/2024 9:56:49,FM,59341,No — I can only access the article through a paywall,Journal's version of record,Yes,"Experimental, Non-experimental",NO — there is no statement about preregistration,,,,,NO — there is no data availability statement,,,,,NO — there is no materials availability statement,,,,,NO — there is no analysis script availability statement,,,,,YES — the statement discloses at least one source of funding,"This work was supported in part by grants from NASA grant #NNX09AK48G: Cohesion Optimization in NASA Spaceflight Teams Experiencing Long-duration Assignment: Training and Indices for Optimizing Performance and Gaining Astronaut Synergy Under Stress, Principle Investigator: Eduardo Salas, University of Central Florida; NASA grant #NNX11AR22G: Composing and Developing Resilient, Adaptive, and SelfSustaining Teams for Long Duration Space Exploration, Principle Investigator Scott Tannenbaum, The Group for Organizational Effectiveness; and the Army Research Institute grant # W911NF-15-1-0014: The Development and Construct Validation of Unobtrusive Dynamic Measures of Team Processes and Emergent States, Principle Investigators Scott Tannenbaum and John Mathieu, The Group for Organizational Effectiveness, Inc.",Manual search was needed,NO — there is no conflict of interest statement,,,This is a mixed methods study
