article_id,Accession Number (UT),Database,Editions,1st Document Type,2nd Document Type,3rd Document Type,All Document Types (comma-separated),Primary Language,Number of Cited References,Times Cited,Citing items with citation context,Background,Support,Differ,Discuss,Basis,Keywords,Keywords Plus,Bib Type,Page count,Bib ID,1st Subject Sub-Heading,2nd Subject Sub-Heading,1st Subject Category (traditional),2nd Subject Category (traditional),Subject Category (extended),1st Category Heading,2nd Category Heading,Abstract,Cover date,Vol,Published Year,Sort date,Published month,Published Type,Journal OA Gold,ISSN,EISSN,DOI,XREF DOI,Pubmed ID,ISBN,EISBN,Parent Book DOI,Source title,Title,Source Abbreviation,Abbreviation ISO,Abbreviation 11,Abbreviation 29,Publisher SeqNo,Publisher Role,Publisher Full Name,Publisher Address No,Publisher Display name,journal_name
35296,WOS:000802816300001,WOS,WOS.SSCI,Article,NA,NA,Article,English,22,0,NA,NA,NA,NA,NA,NA,"options,user frustration,choice-overload,loss aversion,technology design,Sustainable energy transition,sustainable energy system","PROSPECT-THEORY,CHOICE,DECISION,COST,TOO",Journal,7,13: - FEB 25 2022,NA,NA,"Psychology, Multidisciplinary",NA,Psychology,Social Sciences,NA,"The appliances people adopt, and the way they use them, can critically influence the sustainable energy transition. People are often attracted to appliances with many setting options that offer them more control. Yet, operating many setting options can have negative consequences for users (e.g., user frustration) and the management of sustainable energy systems (e.g., unpredictable consumption increasing complexity and uncertainty of systems), which may obstruct sustainability goals. We aim to study how to reduce the preference for many setting options without reducing the perceived attractiveness of the appliance. In line with our theorizing we found that people opt for appliances with fewer setting options when they are asked to reflect on which options they would like to have from a list of possible setting options, while being equally satisfied with the appliance. In addition, we show that this is especially the case when asking people to select which setting options they would like an appliance to have, as this will feel like they gain options, rather than asking them which options they are willing to give up as this feels like losing options that their appliance could have. Our findings offer relatively easy and cost-efficient ways to decrease people's desire for many setting options on appliances, decreasing stress on the user and the energy system, while ensuring satisfaction with and acceptance of the appliance.",FEB 25 2022,13,2022,2022-02-25,FEB 25,Journal,Y,1664-1078,NA,10.3389/fpsyg.2022.749772,NA,MEDLINE:35282198,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,When You Choose but Not Lose: Decreasing People's Desire for Options on Technological Appliances,FRONT PSYCHOL,Front. Psychol.,FRONT PSYCH,FRONT PSYCHOL,1,publisher,FRONTIERS MEDIA SA,1,FRONTIERS MEDIA SA,FRONTIERS IN PSYCHOLOGY
15559,WOS:000864355200001,WOS,WOS.SSCI,Article,NA,NA,Article,English,76,0,NA,NA,NA,NA,NA,NA,"Latino/a,transition to college,parenting,depression,alcohol use","SUBSTANCE USE,ALCOHOL-USE,ADOLESCENTS,SUPPORT,COMMUNICATION,CONSEQUENCES,TRAJECTORIES,PREDICTORS,BEHAVIORS,MODEL",Journal,207,59 (3): 487-502 MAR 2023,NA,NA,"Psychology, Developmental",NA,Psychology,Social Sciences,NA,"Latino/a adolescents are increasingly represented in higher education. Whereas previous work suggests that positive aspects of the family can promote adjustment during the college transition, less is known regarding the longitudinal, reciprocal nature of these associations. The current study examined changes in parenting, family dynamics, and adjustment across the transition from high school to college among 207 Latino/a young adults (M-age = 18.10; 65.0% female identifying) in the Southwestern United States and investigated within- and between-person reciprocal relations using standard and random-intercept cross-lagged panel models. Participants self-reported on parental support. parental monitoring, family communication, depressive symptoms, and alcohol use during their senior year of high school (Time 1; spring/summer 2017), first semester of college (Time 2; fall 2017), and second semester of college (Time 3; spring/summer 2018). Parental support, family communication, depressive symptoms, and alcohol use increased across the initial transition from high school to college, whereas parental monitoring decreased across time. Reciprocal effects were largely between-person driven. Family communication in high school was concurrently and prospectively related to fewer depressive symptoms. Higher parental monitoring during the first semester of college was related to less alcohol use within and across semesters. In addition, students who experienced within-person increases in depressive symptoms during the first semester of college perceived less parental support than usual the next semester. Study findings point to the importance of developmental timing and further highlight the role that family plays during Latino/a students' transition to college. Implications for family-based prevention efforts are discussed.",MAR 2023,59,2023,2022-10-06,MAR,Journal,N,0012-1649,1939-0599,10.1037/dev0001474,NA,MEDLINE:36201814,NA,NA,NA,DEVELOPMENTAL PSYCHOLOGY,Family Dynamics and Adjustment Across Latino/a Students' Transition to College: Disentangling Within- and Between-Person Reciprocal Associations,DEV PSYCHOL,Dev. Psychol.,DEVEL PSYCH,DEVELOP PSYCHOL,1,publisher,AMER PSYCHOLOGICAL ASSOC,1,AMER PSYCHOLOGICAL ASSOC,DEVELOPMENTAL PSYCHOLOGY
33021,WOS:000809759600001,WOS,WOS.SSCI,Article,Early Access,NA,"Article,Early Access",English,27,3,3,2,0,0,1,1,"Infidelity,attachment behaviors,ambivalence,couples therapy,healing,deductive qualitative analysis,qualitative research","THERAPY,FORGIVENESS",Journal,22,: - JUN 3 2022,NA,NA,"Psychology, Clinical",NA,Psychology,Social Sciences,NA,"Infidelity is a relationship betrayal that can lead to multiple negative individual and relational outcomes. Multiple clinicians have developed practice-based models of couple healing from infidelity; however, few of these models have been systematically examined. One such model is Butler et al.'s clinical model, grounded in attachment theory and the concept of relational ambivalence. In the present study, we sought to systematically examine and refine Butler et al.'s model of couple healing from infidelity using deductive qualitative analysis of seven publicly available online blogs written by non-straying partners. Informed by the clinically based model, we generated sensitizing constructs and engaged in open, focused, and theoretical coding. Our results support several key components of the original model, while also suggesting refinements to the concept of ambivalence for straying partners as well as couple-level responses. Our results suggest that a meaningful expansion to the original model is non-straying partners' efforts to heal individually throughout the entire healing process. We suggest clinical implications and opportunities for future research based on our analysis.
LAY SUMMARY Infidelity is a relationship betrayal that can lead to individual distress and relationship disruption. In this article, we evaluated an existing descriptive model of couple healing from infidelity using seven online blogs. Our results suggest that the existing model of couple healing can be improved by incorporating non-straying partners' individual healing.",NA,NA,2022,2022-06-03,JUN 3,Journal,N,1468-1994,1468-1749,10.1080/14681994.2022.2086231,NA,NA,NA,NA,NA,SEXUAL AND RELATIONSHIP THERAPY,Couple healing from infidelity: a deductive qualitative analysis study,SEX RELATSH THER,Sex. Relatsh. Ther.,SEX RELA TH,SEX RELATSH THER,1,publisher,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",SEXUAL AND RELATIONSHIP THERAPY
60693,WOS:000726562100001,WOS,WOS.ESCI,Article,NA,NA,Article,English,67,2,1,1,0,0,0,0,"counselling psychology,doctoral research,psychotherapy and counselling approaches,research supervision,therapy research training","POSTGRADUATE RESEARCH SUPERVISION,EXPERIENCE,STUDENTS,QUALITY",Journal,300,22 (3): 689-707 SEP 2022,NA,NA,"Psychology, Clinical",NA,Psychology,Social Sciences,NA,"This is a mixed-methods enquiry into the experience of research supervision among supervisors and supervisees on PhD and professional programmes for psychotherapists and counselling psychologists. What makes constructive versus non-constructive, unhelpful research supervision on doctoral programmes for therapists? What might supervisors learn from supervisees' experiences of supervision, and vice versa? These questions permeated our online survey (N = 226) which generated 558 comments and 10 subsequent follow-up interviews analysed by reflexive thematic analysis influenced by narrative research (narrative thematic inquiry). The findings showed, firstly, an unequivocal appreciation of research supervision. In the free text comments, supervisees stressed the value of research experience, empathy and containment. The interviewed supervisees valued trust and broad research knowledge with an exposure to optional approaches. Supervisors emphasised, in turn, the importance of supervisee agency and trust in their own thinking. One particularly illustrative example was when one supervisee described her supervisor as her 'telescope'-helping her to navigate and see far-while a supervisor chose a 'stethoscope' to describe how he regarded it his role to support each student to connect 'inwardly' and build their own relationship with research. The qualitative findings thus suggest a gap in expectations. Common features were, however, also noted, in terms of construing constructive research supervision as 'relational' and based on 'three Cs', namely containment, compassion and clarity.",SEP 2022,22,2022,2021-12-06,SEP,Journal,N,1473-3145,1746-1405,10.1002/capr.12498,NA,NA,NA,NA,NA,COUNSELLING & PSYCHOTHERAPY RESEARCH,"Containment, compassion and clarity: Mixed-methods research into supervision during doctoral research for psychotherapists and counselling psychologists",COUNS PSYCHOTHER RES,Couns. Psychother. Res.,COU PSY RES,COUNS PSYCHOTHER RES,1,publisher,WILEY,1,WILEY,COUNSELLING & PSYCHOTHERAPY RESEARCH
5228,WOS:000899589100001,WOS,"WOS.SCI,WOS.SSCI",Article,Early Access,NA,"Article,Early Access",English,41,0,NA,NA,NA,NA,NA,NA,"Visual attention,visual memory,occlusion,multiple object tracking,multiple identity tracking","ATTENTIVE TRACKING,IDENTITY TRACKING,VISUAL-ATTENTION,WORKING-MEMORY,EYE-MOVEMENTS,INHIBITION,RESOURCES,BINDING,MODEL",Journal,13,: - DEC 16 2022,Life Sciences & Biomedicine,NA,"Psychology, Biological",Physiology,"Psychology,Physiology",Social Sciences,Science & Technology,"In everyday life, we often view objects through a limited aperture (e.g., soccer players on TV or cars slipping into our blind spot on a busy road), where objects often move out of view and reappear in a different place later. We modelled this situation in a series of multiple object tracking (MOT) experiments, in which we introduced a cover on the edges of the observed area and manipulated its width. This method introduced systematic occlusions, which were longer than those used in previous MOT studies. Experiment 1 (N = 50) showed that tracking under such conditions is possible, although difficult. An item-level analysis confirmed that people made more errors in targets that were covered longer and more often. In Experiment 2 (N = 50), we manipulated the tracking workload and found that the participants were less affected by the cover when the tracking load was low. In Experiment 3 (N = 50), we asked the participants to keep track of the objects' identities (multiple identity tracking [MIT]). Although MIT is subjectively more demanding, memorising identities improved performance in the most difficult cover conditions. Contrary to previous reports, we also found that even partial occlusions negatively affected tracking.",NA,NA,2022,2022-12-16,DEC 16,Journal,N,1747-0218,1747-0226,10.1177/17470218221142463,NA,MEDLINE:36398964,NA,NA,NA,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,Multiple object tracking with extended occlusions,Q J EXP PSYCHOL,Q. J. Exp. Psychol.,Q J EXP PSY,QUART J EXP PSYCHOL,1,publisher,SAGE PUBLICATIONS LTD,1,SAGE PUBLICATIONS LTD,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY
73907,WOS:000569982500001,WOS,WOS.SSCI,Article,NA,NA,Article,English,34,1,1,1,0,0,1,0,"achievement emotions,control-value theory,elementary school,learning,mathematics","GENDER-DIFFERENCES,MATHEMATICS,MOTIVATION,BOREDOM,ENJOYMENT,AUTONOMY,TEACHER,MODEL,SELF",Journal,85,64 (1): 40-52 JAN 2022,NA,NA,"Psychology, Multidisciplinary",NA,Psychology,Social Sciences,NA,"The purpose of this study was to develop and validate a Japanese version of the Achievement Emotions Questionnaire - Elementary School (AEQ-ES), which assesses enjoyment, anxiety, and boredom experienced by elementary school students within the settings of attending class, doing homework, and taking tests. Japanese elementary school students (n= 863 for the first survey;n= 332 for the second survey) participated in the questionnaire survey. The results showed that the psychometric properties of the Japanese AEQ-ES were comparable to those of the original version. Moreover, the results showed that students' achievement emotions were associated with their control and value appraisals, as well as their academic motivation, learning strategies, academic performance, and support from teachers. These results indicated that the Japanese version of the AEQ-ES was a good measure of elementary school students' emotions and supported the propositions of the control-value theory of achievement emotions.",JAN 2022,64,2022,2020-09-17,JAN,Journal,N,0021-5368,1468-5884,10.1111/jpr.12303,NA,NA,NA,NA,NA,JAPANESE PSYCHOLOGICAL RESEARCH,Development of the Japanese Version of the Achievement Emotions Questionnaire - Elementary School (AEQ-ES-J),JPN PSYCHOL RES,Jpn. Psychol. Res.,JPN PSY RES,JPN PSYCHOL RES,1,publisher,WILEY,1,WILEY,JAPANESE PSYCHOLOGICAL RESEARCH
48432,WOS:000766443200001,WOS,WOS.SSCI,Article,NA,NA,Article,English,67,3,1,1,0,0,1,0,"infant education,social vulnerability,communication skills,executive functions,Latin America","DAY-CARE,INDIVIDUAL-DIFFERENCES,SOCIOECONOMIC-STATUS,PRESCHOOL-CHILDREN,LANGUAGE-SKILLS,JOINT ATTENTION,2ND YEAR,AGES 2,SES,STABILITY",Journal,231,45 (2): 413-445 APR 3 2022,NA,NA,"Psychology, Educational","Psychology, Developmental",Psychology,Social Sciences,NA,"Several studies have analysed the impact of attending early childhood education centres on communication, regulatory skills and social-emotional development. These educational institutions have increased in presence annually, partially due to the access of women to the labour market. It has been found that infant education may modulate development in vulnerable contexts (typically associated with negative cognitive outcomes), although the results are contradictory. We presented a study that evaluated Latin American dyads of mothers-infants aged 18 to 24 months regarding the influence of infant education and social vulnerability on Executive Functions (EF) and Communication Skills (CS). To address these goals, toddlers completed several EF tasks and the Early Social Communication Scales. Parents completed the Socioeconomic Level Scale from INDEC. Results revealed that social vulnerability was associated with both EF and CS, daycare attendance was positively related to CS and finally, the contribution of daycare varied by SES on EF. These findings highlight the importance of considering infant education and socioeconomic status to generate equal opportunities from the first months of life.",APR 3 2022,45,2022,2022-03-10,APR 3,Journal,N,0210-3702,1578-4126,10.1080/02103702.2021.2009293,NA,NA,NA,NA,NA,JOURNAL FOR THE STUDY OF EDUCATION AND DEVELOPMENT,Latin American early childhood education and social vulnerability links to toddlers' executive function and early communication (La educacion temprana en Latinoamerica y las relaciones de la vulnerabilidad social con las funciones ejecutivas y la comunicacion temprana en la primera infancia),J STUD EDUC DEV,J. Stud. Educ. Develop.,J STUD ED D,J STUD EDUC DEVELOP,1,publisher,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",JOURNAL FOR THE STUDY OF EDUCATION AND DEVELOPMENT
52151,WOS:000753191200001,WOS,WOS.SSCI,Article,NA,NA,Article,English,71,1,NA,NA,NA,NA,NA,NA,"bullying,victimization,long-term,consequences,emerging adulthood,body image,psychological health,identity","PEER VICTIMIZATION,SCHOOL,ADOLESCENCE,IDENTITY,ADJUSTMENT,DISORDERS,OUTCOMES,HEALTH,AGE,CONSEQUENCES",Journal,260,11 (2): 346-364 APR 2023,NA,NA,Family Studies,"Psychology, Developmental","Family Studies,Psychology",Social Sciences,NA,"Findings from interviews with 15 emerging adults (M-age = 29.00, SD = .37) subjected to bullying victimization as children and suffering from poor psychological health in emerging adulthood revealed experiences of a very long duration of victimization, coping through adaptation to the bullying, and experiences of not receiving help from school personnel. Many participants described experiences of depression, anxiety, and even suicidal thoughts during the school-years victimization. They perceived several direct long-term consequences of the victimization in emerging adulthood: feelings of insecurity; actively avoiding social situations; an identity formed into viewing oneself as worthless; and body-image problems. Additionally, many of them still felt anger towards school personnel who they remembered as not stopping the victimization. A longitudinal and prospective design enabled insights into victims' experiences of both the childhood victimization as well as perceived long-term consequences on their emerging adulthood - and into how the victims experience that these aspects might be related.",APR 2023,11,2023,2022-02-04,APR,Journal,N,2167-6968,2167-6984,10.1177/21676968211051475,NA,NA,NA,NA,NA,EMERGING ADULTHOOD,Challenges in Emerging Adulthood Related to the Impact of Childhood Bullying Victimization,EMERG ADULTHOOD,Emerg. Adulthood,EMERG ADULT,EMERG ADULTHOOD,1,publisher,SAGE PUBLICATIONS INC,1,SAGE PUBLICATIONS INC,EMERGING ADULTHOOD
4193,WOS:000898514400001,WOS,WOS.SSCI,Article,NA,NA,Article,English,42,1,NA,NA,NA,NA,NA,NA,"Brief Sense of Community Scale (BSCS),Confirmatory factor analysis,Gender,Japanese,Psychological sense of community,Reliability,Validity","PSYCHOLOGICAL STATUS,MENTAL-HEALTH,FIT INDEXES,VALIDATION,SATISFACTION",Journal,38,10 (1): - DEC 12 2022,NA,NA,"Psychology, Multidisciplinary",NA,Psychology,Social Sciences,NA,"Background: The Brief Sense of Community Scale is a widely accepted eight-item scale that measures the four dimensions of sense of community; however, the factor structure of the Japanese version of this scale has never been confirmed. In this study, we demonstrated the reliability and validity of the Japanese version of the Brief Sense of Community Scale. Methods: After completing the back translation of the scale, a sample of 993 Japanese individuals completed the Japanese version of the Brief Sense of Community Scale. Results: The results indicate that the Japanese version of the Brief Sense of Community Scale is comparable to the original scale and demonstrated adequate goodness-of-fit for both the four-factor and second-order models, which demonstrates its validity. Nonetheless, it remains necessary to consider possible cross-national cultural concerns when utilizing the scale. Conclusions: The Japanese version of the Brief Sense of Community Scale will contribute toward the creation of a community in which all members feel comfortable.",DEC 12 2022,10,2022,2022-12-12,DEC 12,Journal,Y,NA,2050-7283,10.1186/s40359-022-01017-x,NA,MEDLINE:36510313,NA,NA,NA,BMC PSYCHOLOGY,Japanese version of the Brief Sense of Community Scale: construct validity and reliability,BMC PSYCHOL,BMC Psychol.,BMC PSYCHOL,BMC PSYCHOL,1,publisher,SPRINGERNATURE,1,SPRINGERNATURE,BMC PSYCHOLOGY
5015,WOS:000894835600001,WOS,WOS.SSCI,Article,NA,NA,Article,English,44,0,NA,NA,NA,NA,NA,NA,"cyberbullying bystanders,cyberbullying,trait mindfulness,provictim,pro-perpetrator","DISPOSITIONAL MINDFULNESS,PARTICIPANT ROLES,SOCIAL-STATUS,INTERVENTIONS,BEHAVIOR,VICTIMIZATION,ASSOCIATION,AGGRESSION,PREDICTORS,CHILDREN",Journal,13,30 (3): 663-675 2022,NA,NA,"Psychology, Clinical",NA,Psychology,Social Sciences,NA,"The widespread use of the Internet among adolescents has led to cyberbullying. Bystanders play a vital role in sustaining and strengthening bullying. As trait mindfulness has been associated with prosocial behaviors, there is good reason to believe that there is a relationship between the mindfulness trait and the role adopted by cyberbullying bystanders. A cross-sectional study was employed with a sample of 2015 students aged 11-19 years. The participants completed the measures for cyberbullying, trait mindfulness, and their role as bystanders. The results revealed that 74.3% and 7.8% of them were identified as provictim and pro-perpetrator, respectively. MANCOVA was employed to analyze the differences in the characteristics of trait mindfulness according to the role of bystander with corrected age, and its use was significant for the following factors: Observing, describing, acting with awareness, and nonjudging. No significant differences were observed in the nonreactivity factor. Provictims and pro-perpetrators scored higher on observing than those who supported neither the victim nor the perpetrator. Implications and limitations are discussed.",2022,30,2022,2022-01-01,NA,Journal,N,1132-9483,NA,10.51668/bp.8322304n,NA,NA,NA,NA,NA,BEHAVIORAL PSYCHOLOGY-PSICOLOGIA CONDUCTUAL,RELATIONSHIP BETWEEN TRAIT MINDFULNESS AND THE ROLES OF CYBERBULLYING BYSTANDERS AMONG ADOLESCENTS,BEHAV PSYCHOL,Behav. Psychol.,BEH PSYCHOL,BEHAV PSYCHOL,1,publisher,FUNDACION VECA PARA AVANCE PSICOLOGIA,1,FUNDACION VECA PARA AVANCE PSICOLOGIA,BEHAVIORAL PSYCHOLOGY-PSICOLOGIA CONDUCTUAL
34593,WOS:000804351100006,WOS,WOS.SSCI,Article,NA,NA,Article,English,84,2,1,0,0,0,1,0,"perception,emotion,race,decision-making,threat","TOP-DOWN,SOCIAL CATEGORIZATION,SELECTIVE ATTENTION,FACIAL EXPRESSIONS,IMPLICIT PREJUDICE,NEURAL MECHANISMS,VISUAL-CORTEX,FACE,SEARCH,GUIDANCE",Journal,206,22 (4): 616-626 JUN 2022,NA,NA,"Psychology, Experimental",NA,Psychology,Social Sciences,NA,"There is a vast literature base indicating that people respond differently to Black and White individuals based on differential perceptions of threat. As facial affect is a fundamental way that individuals communicate their emotional state, studies have examined differences in how Black and White threatening facial expressions are perceived. However, perceptual decisions regarding threatening and neutral stimuli often occur in familiar contexts or in environments where explicit cues indicate the presence or absence of threat. Furthermore, these decisions often occur in ""noisy"" (i.e., ambiguous) environments where the quality of sensory evidence is poor, requiring us to rely on perceptual ""sets"" or expectations to interpret such evidence. Therefore, in the present study we used a two-alternative perceptual decision-making task in which participants used threatening and neutral cue-elicited perceptual sets to discriminate between subsequently presented threatening and neutral Black and White faces. Threatening cues led to a greater tendency to decide that both Black and White faces were threatening, as well as faster and greater discriminability between threatening and neutral Black and White faces. However, race-related differences revealed that, following both cue types, discriminability between threatening and neutral Black faces was worse compared to White faces. Therefore, using a paradigm that is ecologically valid, our findings highlight the importance of examining basic aspects of visual perception to understand race-related differences in threat-related perceptual decision-making. Furthermore, these findings emphasize the importance of anticipatory top-down factors when making perceptual decisions about the presence or absence of threat in faces of different races.",JUN 2022,22,2022,2022-06-01,JUN,Journal,N,1528-3542,1931-1516,10.1037/emo0000754,NA,MEDLINE:32463276,NA,NA,NA,EMOTION,Is Threat Detection Black and White? Race Effects in Threat-Related Perceptual Decision-Making,EMOTION,Emotion,EMOTION,EMOTION,1,publisher,AMER PSYCHOLOGICAL ASSOC,1,AMER PSYCHOLOGICAL ASSOC,EMOTION
5785,WOS:000897921700001,WOS,WOS.SSCI,Article,Early Access,NA,"Article,Early Access",English,63,1,NA,NA,NA,NA,NA,NA,"sextortion,online sexuality,online violence,adolescents,school counselors","SEXUAL HARASSMENT,ADOLESCENTS,CHILDREN,GENDER",Journal,24,: - DEC 13 2022,NA,NA,"Psychology, Clinical",Criminology & Penology,"Psychology,Criminology & Penology",Social Sciences,NA,"Sextortion (a portmanteau of ""sexual"" and ""extortion"") is a relatively new phenomenon of sexual exploitation, which occurs when a person threatens another with the distribution of sexual content on the Internet, to obtain more pictures or videos, money, or have some other demand met. The current study examined how school counselors in Israel perceive the phenomenon of online sextortion. To this end, we conducted a qualitative study based on 20 semi-structured in-depth interviews with school counselors working in middle schools and high schools in Israel, who treated adolescent girls blackmailed over the Internet on sexual grounds. Findings indicate that the school counselors had difficulty in identifying and defining the cases they treated as instances of sextortion, and that in their view the harm was slight. Findings also indicate that school counselors associated the causes of sextortion with the victims and their backgrounds. We found differences between the Arab and secular and national-religious state education in the way Jewish counselors treated the victims and involved additional actors such as the victim's parents and the police. This underscores the importance of providing educational staff with adequate knowledge and tools that are culturally suited to the victims.",NA,NA,2022,2022-12-13,DEC 13,Journal,N,1079-0632,1573-286X,10.1177/10790632221145925,NA,MEDLINE:36510813,NA,NA,NA,SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,A Qualitative Examination of School Counselors' Experiences of Sextortion Cases of Female Students in Israel,SEX ABUSE-J RES TR,Sex. Abuse-J. Res. Treat.,SEX ABUSE-J,SEX ABUSE-J RES TREAT,1,publisher,SAGE PUBLICATIONS INC,1,SAGE PUBLICATIONS INC,SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT
67892,WOS:000669351300001,WOS,WOS.SSCI,Article,NA,NA,Article,English,21,1,1,0,1,0,0,0,"short form,WAIS-IV,cultural adaptation,clinical applicability","PERFORMANCE,UTILITY",Journal,64,74 (2): 114-124 JUN 14 2022,NA,NA,"Psychology, Multidisciplinary",NA,Psychology,Social Sciences,NA,"The Wechsler Adult Intelligence Scale, fourth version (WAIS-IV), is a frequently used instrument for neuropsychological assessment. The aim was to assess the degree of conformity between the Scandinavian adaptation of the WAIS-IV and a short form of this scale (SF) in a mixed sample of neurological diagnoses. The SF comprised Block Design, Similarities, Digit Span, Arithmetic, Information, Digit Symbol (in the WAIS-IV named Coding), and Picture Completion, the latter here replaced by Matrix Reasoning. The sample consisted of 150 patients and included multiple sclerosis (n = 27), brain tumor (n = 15), traumatic brain injury (n = 60) and vascular brain damage (n = 48). There was a lack of congruence between the WAIS-IV and the SF in the entire sample, revealing selectively significantly higher scores for the SF on Full Scale IQ (FSIQ) and Processing Speed Index (PSI). On a diagnostic group level, the discrepancies were as follows: in the traumatic brain injury group on FSIQ, Verbal Comprehension Index (VCI) and PSI, in the vascular damage group the FSIQ was significantly higher on SF compared to the WAIS-IV. Since the results revealed several mismatches between the SF and the WAIS-IV, except for the MS and traumatic brain tumor group, there is a lack of interchangeability between these two sets of tests. Thus, generally the SF cannot be recommended as a substitute for the WAIS-IV in this type of mixed Swedish neurological sample. The small sample sizes make the generalizability of this study limited.",JUN 14 2022,74,2022,2021-04-22,JUN 14,Journal,N,1901-2276,1904-0016,10.1080/19012276.2021.1918225,NA,NA,NA,NA,NA,NORDIC PSYCHOLOGY,WAIS-IV short form applied to a mixed neurological Swedish clinical sample,NORD PSYCHOL,Nord. Psychol.,NORD PSYCHO,NORD PSYCHOL,1,publisher,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NORDIC PSYCHOLOGY
32504,WOS:000811406700001,WOS,WOS.SSCI,Article,NA,NA,Article,English,73,2,1,1,0,0,1,0,"mental health,technostress,techno-creators,techno-inhibitors,information-technology,education,work,information overload","SATISFACTION,PERFORMANCE,OUTCOMES,USERS",Journal,11,13: - MAY 31 2022,NA,NA,"Psychology, Multidisciplinary",NA,Psychology,Social Sciences,NA,"The research objective was to predict the impact of techno-creators and techno-inhibitors on the different manifestations of technostress in kindergarten directors in the context of the COVID-19 pandemic and telework. The participants were INTEGRA Foundation kindergarten directors, from a sample of 567 kindergartens in Chile. To measure the technostress manifestations, the RED-TIC questionnaire was used as an instrument, and concerning techno-creators and techno-inhibitors, those established in previous research were considered. The partial least squares structural equation modeling (PLS-SEM) methodology was used, and the model estimation was performed using SmartPLS version 3.0 software. It was obtained that techno-creators correlate positively and significantly with the technostress manifestations. A negative correlation was found between techno-inhibitors and technostress manifestations and techno-creators, but not significant for skepticism and inefficacy manifestations. Therefore, it is concluded that techno-creators lead to technostress manifestations, however, techno-inhibitors did not show a significant effect in reducing these manifestations in the sample studied.",MAY 31 2022,13,2022,2022-05-31,MAY 31,Journal,Y,1664-1078,NA,10.3389/fpsyg.2022.865784,NA,MEDLINE:35712171,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,Impact of Techno-Creators and Techno-Inhibitors on Techno-Stress Manifestations in Chilean Kindergarten Directors in the Context of the COVID-19 Pandemic and Teleworking,FRONT PSYCHOL,Front. Psychol.,FRONT PSYCH,FRONT PSYCHOL,1,publisher,FRONTIERS MEDIA SA,1,FRONTIERS MEDIA SA,FRONTIERS IN PSYCHOLOGY
61642,WOS:000720202900001,WOS,WOS.SSCI,Article,NA,NA,Article,English,32,0,NA,NA,NA,NA,NA,NA,"Cognitive control,Positive emotion,Emotion perception","EMOTIONAL WORDS,CONFLICT,EXPRESSIONS,CONGRUENCY,MODULATION,RESPONSES",Journal,248,50 (5): 911-924 JUL 2022,NA,NA,"Psychology, Experimental",NA,Psychology,Social Sciences,NA,"In the process of interacting with people and objects, humans assign affective valence. By using an association-transfer paradigm, the current study investigated whether the emotion associated with a stimulus would have an impact on cognitive control outcomes. During the association phase of two experiments reported here, participants identified the emotion expressed by an actor's face as either positive (i.e., smiling) or negative (i.e., frowning). Half of the actors expressed positive emotions (MP) on 80% of trials, while the other half expressed negative emotions (MN) on 80% of trials. We tested the cognitive effect of these associations in two experiments. In the transfer phase of Experiment 1, the same actors from the association phase were shown with neutral expression during a gender Stroop task, requiring participants to identify the gender of the face while ignoring a gender word (congruent or incongruent) that was imposed upon the face. The Stroop effect was significant for the MN faces, but the effect disappeared for the MP faces. In the transfer phase of Experiment 2, the emotionless faces were presented in a task-switching paradigm, in which participants identified the age (i.e., old or young) or the gender depending on the task cue. The task switch cost was smaller (though significant) for the MP faces than for the MN faces. These results suggest that, relative to social stimuli associated with negative expressions, social stimuli associated with positive expressions can promote better cognitive control and inhibit distractor interference in goal-oriented behavior.",JUL 2022,50,2022,2021-11-18,JUL,Journal,N,0090-502X,1532-5946,10.3758/s13421-021-01257-z,NA,MEDLINE:34792788,NA,NA,NA,MEMORY & COGNITION,Stimuli with a positive valence can facilitate cognitive control,MEM COGNITION,Mem. Cogn.,MEM COGNIT,MEM COGNITION,1,publisher,SPRINGER,1,SPRINGER,MEMORY & COGNITION
